example,worker,label
491,A1264GOK2Z3WSE,0
491,A17G2QHR8AH5VV,0
491,A29PMRCRJ7Q9ZD,0
491,A3TSHG5R492EHU,0
491,A39LJRF4LGAIX5,1
492,A37TAQZGFFIPF6,0
492,A2U3EWDHMY526T,0
492,A3QTDW5WP4GFKV,0
492,A3D8YDQP3CFFT,0
492,A20JR0E01UKKDC,0
265,A2QNS7MODF0A2N,1
265,A29PMRCRJ7Q9ZD,1
265,A3TSHG5R492EHU,0
265,A1SCNO7L71ITFY,0
265,A2NBP5OTOYX3WK,0
493,A2H3M1JVY991Q3,1
493,A3TSHG5R492EHU,0
493,A29PMRCRJ7Q9ZD,1
493,A17G2QHR8AH5VV,0
493,A1OI81FMMZ26J7,0
266,A3TSHG5R492EHU,0
266,A1E3MS4AD1WM8V,0
266,A2H3M1JVY991Q3,0
266,A17G2QHR8AH5VV,0
266,A1C8QK1FPEOOZN,0
494,A2460QZM5TZC4V,0
494,A2QNS7MODF0A2N,0
494,A1SCNO7L71ITFY,0
494,A3P08N6X9HDJ2V,0
494,A1C8QK1FPEOOZN,0
267,A3TSHG5R492EHU,0
267,A3CFNUD7VR2E1E,0
267,A2QNS7MODF0A2N,0
267,A3OZ8KF0HWSVWK,0
267,A1SCNO7L71ITFY,1
495,A3TSHG5R492EHU,0
495,A1YW00TFC187CC,0
495,A17G2QHR8AH5VV,0
495,A29PMRCRJ7Q9ZD,0
495,A2P37651146LL5,0
496,A17G2QHR8AH5VV,0
496,A1SCNO7L71ITFY,0
496,A3TSHG5R492EHU,0
496,A2NBP5OTOYX3WK,0
496,A2QNS7MODF0A2N,0
497,A36N8WJKIGNKT0,0
497,A52AHJEUWFSA2,0
497,A1SCNO7L71ITFY,0
497,A3TSHG5R492EHU,0
497,A1E3MS4AD1WM8V,1
498,A1SCNO7L71ITFY,0
498,A29PMRCRJ7Q9ZD,1
498,A2N2KQXUPLNDWI,0
498,A3TSHG5R492EHU,0
498,A1OL25WY0BYMMH,0
499,A3QTDW5WP4GFKV,1
499,A3OZ8KF0HWSVWK,1
499,A3UYK0Z6ZHS7I4,1
499,A1SCNO7L71ITFY,1
499,A3TSHG5R492EHU,1
500,A3HQX4BG2WZFTU,0
500,A29PMRCRJ7Q9ZD,0
500,ARX0S1CIDJLOX,0
500,A26UFW98CIYDOI,0
500,A1C8QK1FPEOOZN,0
501,A3TSHG5R492EHU,0
501,A2QNS7MODF0A2N,0
501,A1264GOK2Z3WSE,0
501,A2NBP5OTOYX3WK,1
501,A1YW00TFC187CC,0
502,A1SCNO7L71ITFY,1
502,A3TSHG5R492EHU,1
502,A3OZ8KF0HWSVWK,1
502,A2QNS7MODF0A2N,1
502,AADB14P6ZCSOC,1
503,A1C8QK1FPEOOZN,0
503,ARX0S1CIDJLOX,0
503,A37TAQZGFFIPF6,0
503,A1SCNO7L71ITFY,0
503,A52AHJEUWFSA2,0
504,A3TSHG5R492EHU,0
504,A37TAQZGFFIPF6,0
504,AF3G0V1QQAU80,0
504,A1YW00TFC187CC,0
504,A2QNS7MODF0A2N,0
505,A2QNS7MODF0A2N,0
505,A3TSHG5R492EHU,0
505,A1SCNO7L71ITFY,0
505,A29PMRCRJ7Q9ZD,0
505,A1YW00TFC187CC,0
506,A2460QZM5TZC4V,0
506,A29PMRCRJ7Q9ZD,1
506,AADB14P6ZCSOC,1
506,A1SCNO7L71ITFY,0
506,ARX0S1CIDJLOX,0
507,A2H3M1JVY991Q3,1
507,A3TSHG5R492EHU,0
507,A3CFNUD7VR2E1E,0
507,A14PY6OO6SQ3K0,0
507,A1SCNO7L71ITFY,0
508,A39LJRF4LGAIX5,0
508,A1SCNO7L71ITFY,0
508,A3TSHG5R492EHU,0
508,A2H3M1JVY991Q3,1
508,A2QNS7MODF0A2N,0
509,A2QNS7MODF0A2N,0
509,AF3G0V1QQAU80,0
509,A1SCNO7L71ITFY,0
509,A3TSHG5R492EHU,0
509,A2SB5KUOAGU70U,0
510,A3TSHG5R492EHU,1
510,A1SCNO7L71ITFY,1
510,A17G2QHR8AH5VV,0
510,A3U1K9X1LXA5JA,1
510,A3D8YDQP3CFFT,1
511,A3TSHG5R492EHU,0
511,A29PMRCRJ7Q9ZD,0
511,A2F0NZQ8F9ON8C,0
511,A2460QZM5TZC4V,0
511,A1SCNO7L71ITFY,0
512,A29PMRCRJ7Q9ZD,0
512,A1SCNO7L71ITFY,0
512,A2NBP5OTOYX3WK,0
512,A3TSHG5R492EHU,0
512,A32JS1R9V5LB78,0
513,A2460QZM5TZC4V,0
513,A3TSHG5R492EHU,0
513,A1SCNO7L71ITFY,0
513,ARX0S1CIDJLOX,0
513,A3HQX4BG2WZFTU,0
514,A2F0NZQ8F9ON8C,0
514,A2P37651146LL5,0
514,A3OZ8KF0HWSVWK,0
514,AADB14P6ZCSOC,1
514,A3TSHG5R492EHU,0
268,A1C8QK1FPEOOZN,1
268,A2460QZM5TZC4V,1
268,A2H3M1JVY991Q3,1
268,A1SCNO7L71ITFY,1
268,A29PMRCRJ7Q9ZD,1
269,A1SCNO7L71ITFY,1
269,A2NBP5OTOYX3WK,0
269,A3O81LHBBI8NPK,0
269,A3OZ8KF0HWSVWK,1
269,A3TSHG5R492EHU,0
270,A2NBP5OTOYX3WK,0
270,A296F95XZ8N4S6,0
270,A3TSHG5R492EHU,0
270,A1SCNO7L71ITFY,0
270,A2N2KQXUPLNDWI,0
271,AQ3M9XJK8WOII,0
271,A17G2QHR8AH5VV,0
271,A8JXHGJIXG2NQ,0
271,A1YW00TFC187CC,0
271,A3TSHG5R492EHU,0
272,A20JR0E01UKKDC,0
272,A3TSHG5R492EHU,0
272,A39LJRF4LGAIX5,0
272,A17G2QHR8AH5VV,0
272,A3SWVCOJPJM7KQ,0
273,A2H3M1JVY991Q3,0
273,A2N2KQXUPLNDWI,1
273,A1SCNO7L71ITFY,0
273,AADB14P6ZCSOC,1
273,A1C8QK1FPEOOZN,1
274,A3KUOOJQ1Y4QC0,0
274,A3CMYDBINK8ZS2,0
274,A3OZ8KF0HWSVWK,0
274,A1SCNO7L71ITFY,0
274,A29PMRCRJ7Q9ZD,0
275,A3SWVCOJPJM7KQ,0
275,A3TSHG5R492EHU,0
275,A2F0NZQ8F9ON8C,0
275,A1XT59Y7H5AOQD,0
275,A39LJRF4LGAIX5,1
515,A1YW00TFC187CC,0
515,A29PMRCRJ7Q9ZD,0
515,A3TSHG5R492EHU,0
515,A1SCNO7L71ITFY,0
515,A39PPFQ1L7N6OQ,0
276,A1SCNO7L71ITFY,0
276,A2QNS7MODF0A2N,1
276,A3TSHG5R492EHU,0
276,A20JR0E01UKKDC,0
276,A1YW00TFC187CC,0
516,A37TAQZGFFIPF6,1
516,A2QNS7MODF0A2N,0
516,A3CFNUD7VR2E1E,1
516,A1YW00TFC187CC,1
516,A3TSHG5R492EHU,0
277,A29PMRCRJ7Q9ZD,1
277,A2H3M1JVY991Q3,0
277,A1SCNO7L71ITFY,1
277,A1TTA3N401CZTS,1
277,A3P08N6X9HDJ2V,0
517,A1D67BJW63N47G,0
517,A2F0NZQ8F9ON8C,0
517,A3TSHG5R492EHU,0
517,A2NBP5OTOYX3WK,1
517,A2SB5KUOAGU70U,0
518,A17G2QHR8AH5VV,0
518,A39LJRF4LGAIX5,0
518,A2NBP5OTOYX3WK,0
518,A1TTA3N401CZTS,0
518,A1SCNO7L71ITFY,0
278,A3CFNUD7VR2E1E,1
278,A243EPKB9EW005,1
278,A1SCNO7L71ITFY,1
278,A3TSHG5R492EHU,1
278,AJWKHL2B85PZ9,1
279,A1SCNO7L71ITFY,0
279,A3TSHG5R492EHU,0
279,A1C8QK1FPEOOZN,0
279,ARX0S1CIDJLOX,0
279,A29PMRCRJ7Q9ZD,0
519,A1SCNO7L71ITFY,1
519,A1YW00TFC187CC,0
519,A3TSHG5R492EHU,0
519,A3MXBLYX2CDGTP,0
519,A2460QZM5TZC4V,0
280,A3TSHG5R492EHU,0
280,A3OZ8KF0HWSVWK,0
280,A20JR0E01UKKDC,0
280,ARX0S1CIDJLOX,0
280,A29PMRCRJ7Q9ZD,1
281,A2F0NZQ8F9ON8C,0
281,A3TSHG5R492EHU,0
281,A2460QZM5TZC4V,0
281,A2NBP5OTOYX3WK,1
281,A1SCNO7L71ITFY,0
520,A2NBP5OTOYX3WK,1
520,A3P08N6X9HDJ2V,1
520,A3MXBLYX2CDGTP,1
520,A3QTDW5WP4GFKV,1
520,A3TSHG5R492EHU,1
521,A9K49S97N9S9Y,0
521,A3TSHG5R492EHU,0
521,A2460QZM5TZC4V,0
521,A2H3M1JVY991Q3,1
521,A1SCNO7L71ITFY,1
282,A3OZ8KF0HWSVWK,1
282,A3U1K9X1LXA5JA,1
282,A1SCNO7L71ITFY,1
282,A29PMRCRJ7Q9ZD,1
282,A3CMYDBINK8ZS2,1
522,A3CMYDBINK8ZS2,1
522,A1SCNO7L71ITFY,1
522,A2NBP5OTOYX3WK,1
522,A3TSHG5R492EHU,0
522,AB5C1BRQTC19Q,1
523,A1SCNO7L71ITFY,0
523,A3TSHG5R492EHU,0
523,A29PMRCRJ7Q9ZD,0
523,A1OI81FMMZ26J7,0
523,A3KUOOJQ1Y4QC0,0
524,A2QNS7MODF0A2N,0
524,A1OI81FMMZ26J7,0
524,AF3G0V1QQAU80,0
524,A3TSHG5R492EHU,0
524,A3QTDW5WP4GFKV,0
525,A3TSHG5R492EHU,0
525,A3QTDW5WP4GFKV,1
525,A2NBP5OTOYX3WK,0
525,A2F0NZQ8F9ON8C,0
525,A1OI81FMMZ26J7,0
283,A1SCNO7L71ITFY,0
283,A2NBP5OTOYX3WK,0
283,AF3G0V1QQAU80,0
283,AADB14P6ZCSOC,1
283,A37TAQZGFFIPF6,0
526,A2NBP5OTOYX3WK,1
526,A2460QZM5TZC4V,1
526,A1SCNO7L71ITFY,0
526,A37TAQZGFFIPF6,0
526,A3OZ8KF0HWSVWK,1
284,A3TSHG5R492EHU,1
284,A2460QZM5TZC4V,1
284,ARX0S1CIDJLOX,0
284,A2QNS7MODF0A2N,1
284,A3USZ9FDRJXYGW,1
527,A2QNS7MODF0A2N,1
527,A29PMRCRJ7Q9ZD,1
527,A3TSHG5R492EHU,0
527,A3QJWBEC5A5OEG,1
527,A1SCNO7L71ITFY,1
528,A3TSHG5R492EHU,0
528,A2H3M1JVY991Q3,0
528,A1SCNO7L71ITFY,0
528,A3CFNUD7VR2E1E,0
528,A2F0NZQ8F9ON8C,1
285,A1YW00TFC187CC,0
285,A2N2KQXUPLNDWI,0
285,AJWKHL2B85PZ9,0
285,A32JS1R9V5LB78,0
285,A2H3M1JVY991Q3,1
529,A1SCNO7L71ITFY,0
529,A3QTDW5WP4GFKV,1
529,A3KUOOJQ1Y4QC0,0
529,A2460QZM5TZC4V,0
529,AOMS6ZPYQPAN,0
530,A1NQT28GZTFLGA,0
530,A1SCNO7L71ITFY,0
530,A2460QZM5TZC4V,0
530,A3TSHG5R492EHU,0
530,A3OZ8KF0HWSVWK,0
286,A39BQD05T7ALEG,1
286,A3OZ8KF0HWSVWK,0
286,A1SCNO7L71ITFY,1
286,AADB14P6ZCSOC,1
286,A17G2QHR8AH5VV,0
287,A2QNS7MODF0A2N,0
287,A2460QZM5TZC4V,0
287,A1SCNO7L71ITFY,0
287,A2NBP5OTOYX3WK,0
287,A3TSHG5R492EHU,0
288,A2H3M1JVY991Q3,1
288,AF3G0V1QQAU80,0
288,A29PMRCRJ7Q9ZD,0
288,A3TSHG5R492EHU,0
288,A2F0NZQ8F9ON8C,0
289,A29PMRCRJ7Q9ZD,1
289,A37NNI7YFHQU0E,0
289,A3TSHG5R492EHU,0
289,A9K49S97N9S9Y,0
289,A3QTDW5WP4GFKV,0
290,A2P37651146LL5,0
290,A1OI81FMMZ26J7,0
290,A3TSHG5R492EHU,0
290,A1SCNO7L71ITFY,0
290,ARX0S1CIDJLOX,0
531,A3CFNUD7VR2E1E,1
531,A1C8QK1FPEOOZN,1
531,A3TSHG5R492EHU,1
531,A243EPKB9EW005,1
531,A1SCNO7L71ITFY,0
532,ARX0S1CIDJLOX,0
532,A2QNS7MODF0A2N,0
532,A3TSHG5R492EHU,0
532,A1SCNO7L71ITFY,0
532,A2NDGTBR25ADTU,0
291,A2460QZM5TZC4V,0
291,A3CFNUD7VR2E1E,0
291,A3TSHG5R492EHU,0
291,A2H3M1JVY991Q3,0
291,A1SCNO7L71ITFY,0
533,A2P37651146LL5,1
533,A3NC9MZKCOD3T4,1
533,ARX0S1CIDJLOX,1
533,A29PMRCRJ7Q9ZD,1
533,A3TSHG5R492EHU,1
534,A3TSHG5R492EHU,0
534,A29PMRCRJ7Q9ZD,1
534,A2460QZM5TZC4V,0
534,A1OI81FMMZ26J7,0
534,A37TAQZGFFIPF6,0
292,A3QTDW5WP4GFKV,0
292,A2SB5KUOAGU70U,0
292,A1C8QK1FPEOOZN,0
292,A2H3M1JVY991Q3,1
292,A3TSHG5R492EHU,0
535,A20JR0E01UKKDC,0
535,A37TAQZGFFIPF6,0
535,A1SCNO7L71ITFY,0
535,A2F0NZQ8F9ON8C,0
535,A2QNS7MODF0A2N,0
536,A17G2QHR8AH5VV,0
536,A1OI81FMMZ26J7,1
536,A3CFNUD7VR2E1E,0
536,A3TSHG5R492EHU,0
536,A29PMRCRJ7Q9ZD,0
293,A29PMRCRJ7Q9ZD,1
293,AADB14P6ZCSOC,1
293,A17G2QHR8AH5VV,1
293,A3U1K9X1LXA5JA,0
293,A2460QZM5TZC4V,0
537,A3QTDW5WP4GFKV,0
537,A2F0NZQ8F9ON8C,0
537,A2H3M1JVY991Q3,0
537,A2QNS7MODF0A2N,0
537,ARX0S1CIDJLOX,0
538,A3D8YDQP3CFFT,0
538,A3TSHG5R492EHU,0
538,A2P37651146LL5,0
538,A25JF6K0WTD7RD,0
538,A2QNS7MODF0A2N,0
539,A17G2QHR8AH5VV,0
539,A1SCNO7L71ITFY,1
539,A1YW00TFC187CC,0
539,A3P08N6X9HDJ2V,0
539,A3TSHG5R492EHU,0
540,A32JS1R9V5LB78,0
540,A17G2QHR8AH5VV,0
540,A3TSHG5R492EHU,0
540,A2QNS7MODF0A2N,0
540,A2H3M1JVY991Q3,0
541,A29PMRCRJ7Q9ZD,1
541,A37NNI7YFHQU0E,0
541,A3QTDW5WP4GFKV,1
541,A2460QZM5TZC4V,1
541,A20JR0E01UKKDC,0
542,A17G2QHR8AH5VV,0
542,A2H3M1JVY991Q3,0
542,A3TSHG5R492EHU,0
542,A2NBP5OTOYX3WK,0
542,A29PMRCRJ7Q9ZD,0
294,AJWKHL2B85PZ9,1
294,A3TSHG5R492EHU,1
294,A52AHJEUWFSA2,1
294,A17G2QHR8AH5VV,0
294,A1NQT28GZTFLGA,1
543,A3CMYDBINK8ZS2,0
543,A3QTDW5WP4GFKV,0
543,A2F0NZQ8F9ON8C,0
543,A1SCNO7L71ITFY,0
543,A2460QZM5TZC4V,0
295,A1SCNO7L71ITFY,0
295,A2H3M1JVY991Q3,0
295,A3CFNUD7VR2E1E,0
295,A3TSHG5R492EHU,0
295,A2N2KQXUPLNDWI,0
544,A3TSHG5R492EHU,0
544,A3P08N6X9HDJ2V,1
544,A1SCNO7L71ITFY,1
544,A1YW00TFC187CC,1
544,A17G2QHR8AH5VV,0
296,A2NBP5OTOYX3WK,0
296,A1YW00TFC187CC,0
296,A2P37651146LL5,0
296,A1SCNO7L71ITFY,0
296,A1E3MS4AD1WM8V,0
545,A1OI81FMMZ26J7,0
545,A3TSHG5R492EHU,0
545,A29PMRCRJ7Q9ZD,0
545,ARX0S1CIDJLOX,0
545,A2F0NZQ8F9ON8C,0
546,A2P37651146LL5,0
546,A2H3M1JVY991Q3,0
546,A3TSHG5R492EHU,0
546,A2QNS7MODF0A2N,0
546,A1SCNO7L71ITFY,1
547,A2F0NZQ8F9ON8C,1
547,A2QNS7MODF0A2N,0
547,A1SCNO7L71ITFY,1
547,A3TSHG5R492EHU,0
547,A3OZ8KF0HWSVWK,0
548,A3TSHG5R492EHU,0
548,A3CFNUD7VR2E1E,0
548,ARX0S1CIDJLOX,0
548,A37TAQZGFFIPF6,0
548,A2NBP5OTOYX3WK,0
549,A1SCNO7L71ITFY,0
549,A3CFNUD7VR2E1E,0
549,A3TSHG5R492EHU,0
549,A29PMRCRJ7Q9ZD,1
549,A17G2QHR8AH5VV,0
550,A2QNS7MODF0A2N,0
550,A3MXBLYX2CDGTP,0
550,A3QTDW5WP4GFKV,0
550,A3TSHG5R492EHU,0
550,AJWKHL2B85PZ9,0
551,A1OI81FMMZ26J7,1
551,A1BENJCLTWP1NH,1
551,A2P37651146LL5,0
551,AADB14P6ZCSOC,1
551,A3TSHG5R492EHU,0
552,A1SCNO7L71ITFY,1
552,A23RB1Y4ANXQLS,0
552,A37TAQZGFFIPF6,1
552,A3OZ8KF0HWSVWK,1
552,A3CMYDBINK8ZS2,1
553,A3TSHG5R492EHU,1
553,A52AHJEUWFSA2,1
553,A2NBP5OTOYX3WK,1
553,A1SCNO7L71ITFY,1
553,A1OI81FMMZ26J7,1
554,A17G2QHR8AH5VV,1
554,A2H3M1JVY991Q3,1
554,A3TSHG5R492EHU,1
554,A1YW00TFC187CC,1
554,A1SCNO7L71ITFY,1
555,A2P37651146LL5,0
555,A3TSHG5R492EHU,0
555,A3QTDW5WP4GFKV,0
555,A1C8QK1FPEOOZN,0
555,AF3G0V1QQAU80,1
556,ARX0S1CIDJLOX,0
556,A1SCNO7L71ITFY,0
556,A2H3M1JVY991Q3,1
556,A3TSHG5R492EHU,1
556,AADB14P6ZCSOC,0
557,A3CMYDBINK8ZS2,0
557,A17G2QHR8AH5VV,0
557,A29PMRCRJ7Q9ZD,0
557,A1SCNO7L71ITFY,0
557,A2NBP5OTOYX3WK,0
558,A37TAQZGFFIPF6,0
558,A2P37651146LL5,0
558,AF3G0V1QQAU80,0
558,A3TSHG5R492EHU,0
558,A17G2QHR8AH5VV,0
559,A1YW00TFC187CC,0
559,A1SCNO7L71ITFY,1
559,A3OZ8KF0HWSVWK,0
559,A29PMRCRJ7Q9ZD,1
559,A1D67BJW63N47G,1
560,A1YW00TFC187CC,0
560,A29PMRCRJ7Q9ZD,1
560,A1264GOK2Z3WSE,0
560,A2F0NZQ8F9ON8C,0
560,A3TSHG5R492EHU,0
561,A2NBP5OTOYX3WK,0
561,A37TAQZGFFIPF6,0
561,A2F0NZQ8F9ON8C,0
561,A2QNS7MODF0A2N,0
561,A3TSHG5R492EHU,0
562,A3P08N6X9HDJ2V,0
562,A3CMYDBINK8ZS2,0
562,A3TSHG5R492EHU,0
562,A37TAQZGFFIPF6,0
562,A1SCNO7L71ITFY,0
563,A1SCNO7L71ITFY,0
563,AB5C1BRQTC19Q,0
563,A2H3M1JVY991Q3,0
563,A3TSHG5R492EHU,0
563,A3CFNUD7VR2E1E,0
564,A2NBP5OTOYX3WK,0
564,A2QNS7MODF0A2N,0
564,A3CFNUD7VR2E1E,0
564,A3TSHG5R492EHU,0
564,A3P08N6X9HDJ2V,0
565,A1OI81FMMZ26J7,1
565,A3TSHG5R492EHU,0
565,A3OZ8KF0HWSVWK,1
565,A1SCNO7L71ITFY,1
565,A3U1K9X1LXA5JA,1
566,A3TSHG5R492EHU,0
566,A1YW00TFC187CC,1
566,A2QNS7MODF0A2N,1
566,A1SCNO7L71ITFY,1
566,A37TAQZGFFIPF6,0
567,A37TAQZGFFIPF6,0
567,ARX0S1CIDJLOX,0
567,A2NBP5OTOYX3WK,0
567,A2460QZM5TZC4V,0
567,A1SCNO7L71ITFY,0
568,A25JF6K0WTD7RD,1
568,A3TSHG5R492EHU,0
568,AE4OWTLXURMKP,1
568,A17G2QHR8AH5VV,0
568,A2NBP5OTOYX3WK,1
569,AB5C1BRQTC19Q,0
569,AF3G0V1QQAU80,0
569,A2QNS7MODF0A2N,0
569,A3TSHG5R492EHU,0
569,A29PMRCRJ7Q9ZD,0
570,A29PMRCRJ7Q9ZD,0
570,A2H3M1JVY991Q3,0
570,A17G2QHR8AH5VV,0
570,A3TSHG5R492EHU,0
570,A3P08N6X9HDJ2V,0
571,A1SCNO7L71ITFY,0
571,A1YW00TFC187CC,0
571,ARX0S1CIDJLOX,0
571,A1N914XTP4CJ7X,0
571,A3TSHG5R492EHU,0
572,A29PMRCRJ7Q9ZD,0
572,A3TSHG5R492EHU,0
572,A2H3M1JVY991Q3,0
572,A1SCNO7L71ITFY,0
572,A3OZ8KF0HWSVWK,0
573,A37TAQZGFFIPF6,0
573,A29PMRCRJ7Q9ZD,0
573,A1YW00TFC187CC,0
573,A3TSHG5R492EHU,0
573,ARX0S1CIDJLOX,0
574,A29PMRCRJ7Q9ZD,0
574,A2NDGTBR25ADTU,0
574,A2QNS7MODF0A2N,1
574,A1OI81FMMZ26J7,0
574,A3TSHG5R492EHU,0
575,A1E3MS4AD1WM8V,1
575,A2F0NZQ8F9ON8C,1
575,A1OI81FMMZ26J7,1
575,A1SCNO7L71ITFY,1
575,ARX0S1CIDJLOX,0
576,A2NDGTBR25ADTU,0
576,A3TSHG5R492EHU,0
576,A2NBP5OTOYX3WK,0
576,A1SCNO7L71ITFY,0
576,A1YW00TFC187CC,0
577,A20JR0E01UKKDC,0
577,A3P08N6X9HDJ2V,0
577,A3TSHG5R492EHU,0
577,A1SCNO7L71ITFY,0
577,A2QNS7MODF0A2N,0
578,A29PMRCRJ7Q9ZD,0
578,A3TSHG5R492EHU,0
578,A1YW00TFC187CC,0
578,A1SCNO7L71ITFY,0
578,A3CFNUD7VR2E1E,0
579,A3SWVCOJPJM7KQ,0
579,A2NBP5OTOYX3WK,0
579,A2QNS7MODF0A2N,0
579,A3TSHG5R492EHU,0
579,ARX0S1CIDJLOX,0
580,A3NC9MZKCOD3T4,1
580,A1YW00TFC187CC,1
580,A3TSHG5R492EHU,1
580,A1SCNO7L71ITFY,1
580,A3QTDW5WP4GFKV,1
581,A2F0NZQ8F9ON8C,1
581,A2H3M1JVY991Q3,1
581,A2NBP5OTOYX3WK,1
581,A3P08N6X9HDJ2V,1
581,A3TSHG5R492EHU,0
582,A3CFNUD7VR2E1E,0
582,A3TSHG5R492EHU,0
582,A29PMRCRJ7Q9ZD,1
582,A3OZ8KF0HWSVWK,0
582,A37TAQZGFFIPF6,0
583,A3OZ8KF0HWSVWK,0
583,A2QNS7MODF0A2N,0
583,A3TSHG5R492EHU,0
583,A2NBP5OTOYX3WK,0
583,A1OI81FMMZ26J7,0
584,A3P08N6X9HDJ2V,0
584,A37TAQZGFFIPF6,0
584,A29PMRCRJ7Q9ZD,1
584,A3U1K9X1LXA5JA,0
584,A1E3MS4AD1WM8V,1
585,A1OI81FMMZ26J7,0
585,ARX0S1CIDJLOX,0
585,A1SCNO7L71ITFY,0
585,A3QTDW5WP4GFKV,1
585,A3CMYDBINK8ZS2,0
586,A3QTDW5WP4GFKV,1
586,A3TSHG5R492EHU,1
586,A1SCNO7L71ITFY,1
586,A3U1K9X1LXA5JA,1
586,A2460QZM5TZC4V,1
587,A3TSHG5R492EHU,0
587,A1E3MS4AD1WM8V,0
587,A2QNS7MODF0A2N,0
587,A37TAQZGFFIPF6,0
587,A3QTDW5WP4GFKV,0
588,A3HQX4BG2WZFTU,1
588,A3QTDW5WP4GFKV,0
588,A17G2QHR8AH5VV,0
588,A3U1K9X1LXA5JA,1
588,A1SCNO7L71ITFY,1
589,A1SCNO7L71ITFY,1
589,A29PMRCRJ7Q9ZD,1
589,A1C8QK1FPEOOZN,1
589,A3TSHG5R492EHU,1
589,A296F95XZ8N4S6,1
590,A1E3MS4AD1WM8V,1
590,A3TSHG5R492EHU,0
590,A29PMRCRJ7Q9ZD,1
590,A1SCNO7L71ITFY,1
590,AADB14P6ZCSOC,1
591,A29PMRCRJ7Q9ZD,0
591,A2H3M1JVY991Q3,0
591,A3TSHG5R492EHU,0
591,A1OI81FMMZ26J7,0
591,A3OZ8KF0HWSVWK,0
592,A3TSHG5R492EHU,0
592,A2NBP5OTOYX3WK,0
592,A3U1K9X1LXA5JA,0
592,ARX0S1CIDJLOX,0
592,A1OI81FMMZ26J7,0
593,A1SCNO7L71ITFY,0
593,A3QTDW5WP4GFKV,0
593,A29PMRCRJ7Q9ZD,1
593,A3OZ8KF0HWSVWK,0
593,A1YW00TFC187CC,1
594,A3CFNUD7VR2E1E,0
594,A1SCNO7L71ITFY,0
594,A2H3M1JVY991Q3,0
594,A3CMYDBINK8ZS2,0
594,A3TSHG5R492EHU,0
595,A3TSHG5R492EHU,0
595,A1SCNO7L71ITFY,1
595,A3OZ8KF0HWSVWK,1
595,A2F0NZQ8F9ON8C,1
595,AF3G0V1QQAU80,1
596,A2SB5KUOAGU70U,0
596,A17G2QHR8AH5VV,0
596,A2460QZM5TZC4V,0
596,A1C8QK1FPEOOZN,0
596,A32JS1R9V5LB78,0
597,A2NBP5OTOYX3WK,1
597,A29PMRCRJ7Q9ZD,0
597,A1264GOK2Z3WSE,0
597,A2460QZM5TZC4V,1
597,A3TSHG5R492EHU,1
598,A3QTDW5WP4GFKV,0
598,A17G2QHR8AH5VV,0
598,A37TAQZGFFIPF6,1
598,A32JS1R9V5LB78,1
598,A3CMYDBINK8ZS2,1
599,A2H3M1JVY991Q3,0
599,A1SCNO7L71ITFY,0
599,A1C8QK1FPEOOZN,0
599,A17G2QHR8AH5VV,0
599,A29PMRCRJ7Q9ZD,0
600,A3QTDW5WP4GFKV,1
600,A2QNS7MODF0A2N,0
600,A3TSHG5R492EHU,1
600,A2H3M1JVY991Q3,1
600,A1SCNO7L71ITFY,1
297,A1SCNO7L71ITFY,0
297,A29PMRCRJ7Q9ZD,1
297,A3OZ8KF0HWSVWK,1
297,A1E3MS4AD1WM8V,1
297,A2H3M1JVY991Q3,1
298,A3HQX4BG2WZFTU,0
298,AF3G0V1QQAU80,0
298,A2460QZM5TZC4V,0
298,A2QNS7MODF0A2N,0
298,A1YW00TFC187CC,0
299,A1YW00TFC187CC,0
299,A3TSHG5R492EHU,0
299,A1SCNO7L71ITFY,0
299,ARX0S1CIDJLOX,0
299,A2QNS7MODF0A2N,0
300,A3U1K9X1LXA5JA,0
300,A3TSHG5R492EHU,0
300,A3OZ8KF0HWSVWK,0
300,A3CMYDBINK8ZS2,0
300,A1SCNO7L71ITFY,0
301,A3TSHG5R492EHU,0
301,A2P37651146LL5,0
301,A2QNS7MODF0A2N,0
301,A1YW00TFC187CC,0
301,A2NBP5OTOYX3WK,0
302,A3OZ8KF0HWSVWK,1
302,A3TSHG5R492EHU,1
302,A3P08N6X9HDJ2V,1
302,A1SCNO7L71ITFY,1
302,AF3G0V1QQAU80,0
303,A37TAQZGFFIPF6,0
303,A2QNS7MODF0A2N,0
303,A36N8WJKIGNKT0,1
303,ARX0S1CIDJLOX,1
303,A3TSHG5R492EHU,0
304,A3QTDW5WP4GFKV,0
304,A17G2QHR8AH5VV,0
304,A29PMRCRJ7Q9ZD,1
304,A3TSHG5R492EHU,0
304,A1N914XTP4CJ7X,1
305,A2H3M1JVY991Q3,0
305,A29PMRCRJ7Q9ZD,0
305,A1OI81FMMZ26J7,0
305,A17G2QHR8AH5VV,0
305,A3OZ8KF0HWSVWK,0
306,A3OZ8KF0HWSVWK,0
306,A2U3EWDHMY526T,0
306,A1SCNO7L71ITFY,0
306,A1E3MS4AD1WM8V,0
306,A3CMYDBINK8ZS2,0
307,A29PMRCRJ7Q9ZD,0
307,A17G2QHR8AH5VV,0
307,A2460QZM5TZC4V,0
307,A1NQT28GZTFLGA,0
307,A3TSHG5R492EHU,0
308,A1SCNO7L71ITFY,0
308,A36N8WJKIGNKT0,0
308,A2P37651146LL5,0
308,A3OZ8KF0HWSVWK,0
308,A2F0NZQ8F9ON8C,0
309,A29PMRCRJ7Q9ZD,1
